0,74.0403201195,5728.78184009
1,102.441118026,5557.06423618
2,172.476537707,2828.59811861
3,291.90718213,2358.89754804
4,324.928773156,229.771019637
5,478.481688345,3102.20363926
6,753.940683228,1105.94036939
7,759.893460405,1340.65207299
8,816.33908283,5965.64000909
9,865.295665214,6350.9179879
10,900.2688901,6276.01869231
11,913.263490609,5299.29365955
12,1037.6278386,6298.73888108
13,1407.7488906,1119.55701423
14,1471.31363625,3079.50121099
15,1489.4805207,2723.00921127
16,1581.95531568,199.73367567
17,1608.03019213,1852.17274409
18,1682.63412288,234.704347437
19,1808.83305287,5321.05063562
20,1885.78398464,2782.44626702
21,1891.41381699,5370.78691939
22,1949.94755959,169.521386198
23,2051.58186705,3613.29979498
24,2071.87082028,3833.77577706
25,2340.88211609,6119.91847096
26,2388.97050934,2525.37685749
27,2499.78384565,4998.28233278
28,2524.02143343,1006.29539519
29,2750.09241643,132.036462989
30,2845.09266407,4120.07341414
31,3105.84140719,4545.28060588
